[2019-11-18 15:10:50,909]-[INFO]-CommuServer(389)日志配置设置成功!
[2019-11-18 15:11:06,152]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有15个消息未处理
[2019-11-18 15:11:06,152]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有16个消息未处理
[2019-11-18 15:11:06,152]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有17个消息未处理
[2019-11-18 15:11:06,152]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有18个消息未处理
[2019-11-18 15:11:06,152]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有19个消息未处理
[2019-11-18 15:11:06,152]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有20个消息未处理
[2019-11-18 15:11:06,152]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有21个消息未处理
[2019-11-18 15:11:06,153]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有22个消息未处理
[2019-11-18 15:11:06,153]-[DEBUG]-MessageQueueManager(183)172.20.16.85 - 消息缓存队列现有1个消息未处理
[2019-11-18 15:11:06,153]-[DEBUG]-MessageQueueManager(183)172.20.16.85 - 消息缓存队列现有2个消息未处理
[2019-11-18 15:11:06,153]-[DEBUG]-MessageQueueManager(183)172.20.16.85 - 消息缓存队列现有3个消息未处理
[2019-11-18 15:11:06,153]-[DEBUG]-MessageQueueManager(183)172.20.16.85 - 消息缓存队列现有4个消息未处理
[2019-11-18 15:11:06,153]-[DEBUG]-MessageQueueManager(183)172.20.16.85 - 消息缓存队列现有5个消息未处理
[2019-11-18 15:11:06,153]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有1个消息未处理
[2019-11-18 15:11:06,153]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有2个消息未处理
[2019-11-18 15:11:06,153]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有3个消息未处理
[2019-11-18 15:11:06,154]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有4个消息未处理
[2019-11-18 15:11:06,154]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有5个消息未处理
[2019-11-18 15:11:06,154]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有6个消息未处理
[2019-11-18 15:11:06,154]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有7个消息未处理
[2019-11-18 15:11:06,154]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有8个消息未处理
[2019-11-18 15:11:06,154]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有9个消息未处理
[2019-11-18 15:11:06,154]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有10个消息未处理
[2019-11-18 15:11:06,154]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有11个消息未处理
[2019-11-18 15:11:06,154]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有12个消息未处理
[2019-11-18 15:11:06,155]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有13个消息未处理
[2019-11-18 15:11:06,155]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有14个消息未处理
[2019-11-18 15:11:06,155]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有15个消息未处理
[2019-11-18 15:11:06,155]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有16个消息未处理
[2019-11-18 15:11:06,155]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有17个消息未处理
[2019-11-18 15:11:06,155]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有18个消息未处理
[2019-11-18 15:11:06,155]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有19个消息未处理
[2019-11-18 15:11:06,155]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有20个消息未处理
[2019-11-18 15:11:06,155]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有21个消息未处理
[2019-11-18 15:11:06,155]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有22个消息未处理
[2019-11-18 15:11:06,156]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有23个消息未处理
[2019-11-18 15:11:06,156]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有24个消息未处理
[2019-11-18 15:11:06,156]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有25个消息未处理
[2019-11-18 15:11:06,156]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有26个消息未处理
[2019-11-18 15:11:06,156]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有27个消息未处理
[2019-11-18 15:11:06,156]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有28个消息未处理
[2019-11-18 15:11:06,156]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有29个消息未处理
[2019-11-18 15:11:06,156]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有30个消息未处理
[2019-11-18 15:11:06,156]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有31个消息未处理
[2019-11-18 15:11:06,156]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有32个消息未处理
[2019-11-18 15:11:06,156]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有33个消息未处理
[2019-11-18 15:11:06,157]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有34个消息未处理
[2019-11-18 15:11:06,157]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有35个消息未处理
[2019-11-18 15:11:06,157]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有36个消息未处理
[2019-11-18 15:11:06,157]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有37个消息未处理
[2019-11-18 15:11:06,157]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有38个消息未处理
[2019-11-18 15:11:06,157]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有39个消息未处理
[2019-11-18 15:11:06,157]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有40个消息未处理
[2019-11-18 15:11:06,157]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有41个消息未处理
[2019-11-18 15:11:06,157]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有42个消息未处理
[2019-11-18 15:11:06,158]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有43个消息未处理
[2019-11-18 15:11:06,158]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有44个消息未处理
[2019-11-18 15:11:06,158]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有45个消息未处理
[2019-11-18 15:11:06,158]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有46个消息未处理
[2019-11-18 15:11:06,158]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有47个消息未处理
[2019-11-18 15:11:06,159]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有48个消息未处理
[2019-11-18 15:11:06,159]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有49个消息未处理
[2019-11-18 15:11:06,159]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有50个消息未处理
[2019-11-18 15:11:06,159]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有51个消息未处理
[2019-11-18 15:11:06,159]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有52个消息未处理
[2019-11-18 15:11:06,159]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有53个消息未处理
[2019-11-18 15:11:06,159]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有54个消息未处理
[2019-11-18 15:11:06,159]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有55个消息未处理
[2019-11-18 15:11:06,159]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有56个消息未处理
[2019-11-18 15:11:06,159]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有57个消息未处理
[2019-11-18 15:11:06,160]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有58个消息未处理
[2019-11-18 15:11:06,160]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有59个消息未处理
[2019-11-18 15:11:06,160]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有60个消息未处理
[2019-11-18 15:11:06,160]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有61个消息未处理
[2019-11-18 15:11:06,160]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有62个消息未处理
[2019-11-18 15:11:06,160]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有63个消息未处理
[2019-11-18 15:11:06,160]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有64个消息未处理
[2019-11-18 15:11:06,161]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有65个消息未处理
[2019-11-18 15:11:06,161]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有66个消息未处理
[2019-11-18 15:11:06,161]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有67个消息未处理
[2019-11-18 15:11:06,161]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有68个消息未处理
[2019-11-18 15:11:06,161]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有69个消息未处理
[2019-11-18 15:11:06,161]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有70个消息未处理
[2019-11-18 15:11:06,161]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有71个消息未处理
[2019-11-18 15:11:06,161]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有72个消息未处理
[2019-11-18 15:11:08,889]-[DEBUG]-TkTDSDao(40)查询需要处理的配票数据..
[2019-11-18 15:11:08,915]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-2没有需要处理的消息
[2019-11-18 15:11:08,915]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-2没有需要处理的消息
[2019-11-18 15:11:08,915]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-2没有需要处理的消息
[2019-11-18 15:11:08,915]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-2没有需要处理的消息
[2019-11-18 15:11:08,916]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-1没有需要处理的消息
[2019-11-18 15:11:08,920]-[DEBUG]-TkTDSDao(72)查询到0条配票数据
[2019-11-18 15:11:08,924]-[DEBUG]-ConstructMessageTDS(56)未查询到数据...
[2019-11-18 15:11:08,971]-[DEBUG]-ConstructMessagePSD(65)未查询到预制票数据...
[2019-11-18 15:11:08,971]-[DEBUG]-TKInterfaceThread(48)票务文件解析任务开始...
[2019-11-18 15:11:08,971]-[DEBUG]-FileLogDao(133)查询需要处理的文件开始
[2019-11-18 15:11:08,975]-[DEBUG]-FileLogDao(167)查询cm_file_recv表[0]条数据.
[2019-11-18 15:11:08,975]-[DEBUG]-FileLogDao(168)查询需要处理的文件结束
[2019-11-18 15:11:08,976]-[DEBUG]-FileLogDao(205)批量更新cm_file_recv表状态，共[0]条数据.
[2019-11-18 15:11:11,889]-[DEBUG]-TkTDSDao(40)查询需要处理的配票数据..
[2019-11-18 15:11:11,890]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-1没有需要处理的消息
[2019-11-18 15:11:11,891]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-18 15:11:11,891]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-18 15:11:11,891]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-18 15:11:11,891]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-18 15:11:11,893]-[DEBUG]-TkTDSDao(72)查询到0条配票数据
[2019-11-18 15:11:11,893]-[DEBUG]-ConstructMessageTDS(56)未查询到数据...
[2019-11-18 15:11:11,893]-[DEBUG]-TKInterfaceThread(48)票务文件解析任务开始...
[2019-11-18 15:11:11,893]-[DEBUG]-FileLogDao(133)查询需要处理的文件开始
[2019-11-18 15:11:11,897]-[DEBUG]-FileLogDao(167)查询cm_file_recv表[0]条数据.
[2019-11-18 15:11:11,897]-[DEBUG]-FileLogDao(168)查询需要处理的文件结束
[2019-11-18 15:11:11,897]-[DEBUG]-FileLogDao(205)批量更新cm_file_recv表状态，共[0]条数据.
[2019-11-18 15:11:14,889]-[DEBUG]-TkTDSDao(40)查询需要处理的配票数据..
[2019-11-18 15:11:14,894]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-3没有需要处理的消息
[2019-11-18 15:11:14,894]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-3没有需要处理的消息
[2019-11-18 15:11:14,894]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-3没有需要处理的消息
[2019-11-18 15:11:14,894]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-4没有需要处理的消息
[2019-11-18 15:11:14,894]-[DEBUG]-TKFileDataInDBThread(30)pool-2-thread-5没有需要处理的消息
[2019-11-18 15:11:14,897]-[DEBUG]-TkTDSDao(72)查询到0条配票数据
[2019-11-18 15:11:14,898]-[DEBUG]-ConstructMessageTDS(56)未查询到数据...
[2019-11-18 15:11:14,898]-[DEBUG]-TKInterfaceThread(48)票务文件解析任务开始...
[2019-11-18 15:11:14,898]-[DEBUG]-FileLogDao(133)查询需要处理的文件开始
[2019-11-18 15:11:14,905]-[DEBUG]-FileLogDao(167)查询cm_file_recv表[0]条数据.
[2019-11-18 15:11:14,906]-[DEBUG]-FileLogDao(168)查询需要处理的文件结束
[2019-11-18 15:11:14,906]-[DEBUG]-FileLogDao(205)批量更新cm_file_recv表状态，共[0]条数据.
[2019-11-18 15:11:16,230]-[DEBUG]-MessageQueueManager(183)172.20.16.199 - 消息缓存队列现有1个消息未处理
[2019-11-18 15:11:16,231]-[DEBUG]-MessageQueueManager(183)172.20.16.199 - 消息缓存队列现有2个消息未处理
[2019-11-18 15:11:16,231]-[DEBUG]-MessageQueueManager(183)172.20.16.199 - 消息缓存队列现有3个消息未处理
[2019-11-18 15:11:16,232]-[DEBUG]-MessageQueueManager(183)172.20.16.199 - 消息缓存队列现有4个消息未处理
[2019-11-18 15:11:16,233]-[DEBUG]-MessageQueueManager(183)172.20.16.199 - 消息缓存队列现有5个消息未处理
[2019-11-18 15:11:16,233]-[DEBUG]-MessageQueueManager(183)172.20.16.199 - 消息缓存队列现有6个消息未处理
[2019-11-18 15:11:16,233]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有1个消息未处理
[2019-11-18 15:11:16,233]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有2个消息未处理
[2019-11-18 15:11:16,234]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有3个消息未处理
[2019-11-18 15:11:16,234]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有4个消息未处理
[2019-11-18 15:11:16,234]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有5个消息未处理
[2019-11-18 15:11:16,242]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有6个消息未处理
[2019-11-18 15:11:16,255]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有7个消息未处理
[2019-11-18 15:11:16,256]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有8个消息未处理
[2019-11-18 15:11:16,261]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有9个消息未处理
[2019-11-18 15:11:16,262]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有10个消息未处理
[2019-11-18 15:11:16,262]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有11个消息未处理
[2019-11-18 15:11:16,262]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有12个消息未处理
[2019-11-18 15:11:16,262]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有13个消息未处理
[2019-11-18 15:11:16,262]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有14个消息未处理
[2019-11-18 15:11:16,263]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有15个消息未处理
[2019-11-18 15:11:16,263]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有16个消息未处理
[2019-11-18 15:11:16,263]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有17个消息未处理
[2019-11-18 15:11:16,263]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有18个消息未处理
[2019-11-18 15:11:16,263]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有19个消息未处理
[2019-11-18 15:11:16,263]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有20个消息未处理
[2019-11-18 15:11:16,263]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有21个消息未处理
[2019-11-18 15:11:16,263]-[DEBUG]-MessageQueueManager(183)172.20.16.242 - 消息缓存队列现有22个消息未处理
[2019-11-18 15:11:16,263]-[DEBUG]-MessageQueueManager(183)172.20.16.85 - 消息缓存队列现有1个消息未处理
[2019-11-18 15:11:16,263]-[DEBUG]-MessageQueueManager(183)172.20.16.85 - 消息缓存队列现有2个消息未处理
[2019-11-18 15:11:16,263]-[DEBUG]-MessageQueueManager(183)172.20.16.85 - 消息缓存队列现有3个消息未处理
[2019-11-18 15:11:16,263]-[DEBUG]-MessageQueueManager(183)172.20.16.85 - 消息缓存队列现有4个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.16.85 - 消息缓存队列现有5个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有1个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有2个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有3个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有4个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有5个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有6个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有7个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有8个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有9个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有10个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有11个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有12个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有13个消息未处理
[2019-11-18 15:11:16,264]-[DEBUG]-MessageQueueManager(183)172.20.18.138 - 消息缓存队列现有14个消息未处理
